|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
20|Should|I|pay|twenty|dollars|for|earbuds|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21|I|want|to|buy|a|200|dollar|watch|,|should|I|buy|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22|I|want|to|buy|a|300|dollar|watch|,|should|I|buy|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23|I|want|to|buy|a|500|dollar|watch|,|should|I|buy|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
24|Would|this|be|a|good|purchasing|decision|?|if|i|spend|3000|on|a|gaming|pc|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25|I|need|some|advice|on|my|spending|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26|I|'m|looking|for|advise|on|if|this|would|be|a|good|purchase|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
27|I|'m|thinking|about|spending|$|500|on|a|new|laptop|,|would|this|be|a|good|idea|?|0.0|0.0|0.0|0.0|0.0|0.0
28|Could|you|advise|me|if|I|should|spend|$|2000|on|a|new|wardrobe|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29|Can|I|afford|a|night|out|with|the|girls|for|200|dollars|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30|I|want|to|buy|a|new|computer|for|600|dollars|,|can|I|afford|it|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31|I|'m|looking|to|get|some|advice|on|my|spending|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32|Can|you|help|me|with|my|spending|please|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33|I|'d|like|to|order|out|tonight|,|do|I|have|the|extra|50|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34|Can|I|afford|to|buy|a|new|car|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35|Does|my|budget|allow|for|an|extra|$|200|spent|on|shoes|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36|How|do|I|determine|if|I|have|enough|money|to|buy|a|new|gadget|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37|Who|should|I|talk|to|about|spending|money|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38|Would|it|be|wise|to|spend|my|money|this|way|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39|Is|spending|this|money|on|an|aquarium|a|good|choice|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40|Would|you|suggest|making|this|spending|the|money|or|not|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41|Do|you|have|any|advice|for|me|on|spending|this|money|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42|Do|you|recommend|that|I|spend|my|money|this|way|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43|I|want|to|order|pizza|can|I|afford|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44|I|want|to|spend|$|100|on|video|games|should|I|buy|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45|Can|I|spend|$|150|on|dinner|tonight|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
46|I|want|to|donate|money|to|a|charity|how|much|can|I|afford|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47|I|need|advice|on|spending|can|you|help|me|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48|I|want|to|buy|a|car|,|can|you|help|me|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
49|I|want|to|buy|a|house|,|where|do|I|start|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
50|Should|I|buy|a|used|iPhone|X|for|$|800|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
51|I|have|$|50|in|my|bank|account|right|now-|should|I|go|out|with|my|friends|tonight|?|0.0|0.0|0.0|0.0|0.0|0.0
52|Can|I|afford|to|go|out|to|dinner|with|my|friends|tonight|if|I|only|have|$|20|left|?|0.0|0.0|0.0|0.0|0.0
53|Should|I|buy|these|$|129|pair|of|Nike|shoes|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
54|Should|I|save|half|of|my|paycheck|,|or|spend|it|on|a|trip|to|Disneyland|with|my|family|?|0.0|0.0|0.0|0.0|0.0
55|How|much|spending|can|I|afford|per|week|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
56|Can|I|afford|to|go|out|to|dinner|three|times|a|week|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
57|If|I|spend|money|on|a|$|1000|graphics|card|,|will|I|be|able|to|pay|all|my|bills|this|month|?|0.0|0.0
58|Is|this|a|wise|thing|to|spend|money|on|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
59|i|want|to|travel|the|world|for|two|years|;|how|can|I|afford|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
60|I|want|to|buy|a|new|car|for|10,000|cash|;|can|I|do|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
61|I|want|to|go|on|a|cross|country|road|trip|but|only|have|$|400|should|i|do|that|?|0.0|0.0|0.0|0.0|0.0
62|Can|I|afford|a|new|car|or|should|I|keep|saving|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
63|What|should|I|spend|a|month|on|groceries|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
64|What|'s|the|amount|I|should|budget|monthly|for|groceries|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
65|What|'s|a|reasonable|amount|to|spend|on|groceries|each|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
66|What|should|I|be|spending|every|month|on|groceries|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
67|What|'s|the|right|amount|to|spend|on|groceries|this|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
68|Do|I|have|enough|money|saved|up|to|take|a|vacation|to|Paris|this|spring|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
69|Do|I|have|enough|money|saved|up|to|take|a|vacation|to|Paris|this|year|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
70|Do|I|have|enough|money|saved|up|to|take|a|vacation|to|Paris|this|summer|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
71|Do|I|have|enough|saved|up|to|take|a|vacation|to|Paris|this|spring|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
72|Do|I|have|enough|money|to|take|a|vacation|to|Paris|this|spring|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
73|I|want|to|go|out|to|dinner|tonight|for|$|100|,|can|my|budget|handle|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0
74|Do|you|think|I|'m|able|to|afford|wine|tasting|in|Sonoma|for|3|days|?|it|costs|acout|$|400|total|0.0|0.0|0.0
75|I|need|an|advice|for|buying|a|light|bulb|can|i|afford|one|for|$|15|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
76|is|it|smart|to|spend|$|50|on|a|headphones|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
77|is|it|worth|it|to|buy|a|coffee|machine|for|$|150|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
78|how|much|should|i|spend|on|sewing|machine|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
79|How|much|can|I|afford|to|spend|on|eating|out|this|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
80|How|much|should|I|budget|for|entertainment|monthly|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
81|How|much|a|month|should|I|spend|on|recreation|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
82|How|much|a|month|should|I|budget|on|entertainment|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
83|How|much|should|I|budget|for|recreation|monthly|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
84|Can|I|afford|a|$|10,000|down|payment|on|a|house|right|now|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
85|How|much|of|a|down|payment|for|a|house|should|I|budget|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
86|How|big|of|a|down|payment|can|I|spend|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
87|let|me|know|if|I|should|buy|a|computer|for|arounf|$|5000|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
88|I|want|to|splurge|at|a|spa|,|is|400|$|too|much|to|spend|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
89|Should|I|buy|clothes|with|200|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
90|Should|I|give|her|100|for|her|birthday|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
91|I|wish|to|buy|a|400|dollar|watch|,|should|I|buy|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
92|I|must|buy|a|400|dollar|watch|,|should|I|buy|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
93|I|got|ta|buy|a|400|dollar|watch|,|should|I|buy|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
94|I|wan|na|buy|a|400|dollar|watch|,|should|I|buy|that|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
95|Can|I|afford|a|300|jacket|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
96|What|is|my|entertainment|budgetfor|this|week|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
97|Can|you|help|me|with|some|advice|on|spending|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
98|How|can|I|get|some|quick|spending|advice|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
99|Can|I|afford|a|$|50|dinner|out|this|week|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
100|Can|you|help|me|make|a|budget|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
101|Can|you|help|me|control|my|spending|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
102|Can|you|help|me|figure|out|my|monthly|budget|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
103|Can|you|help|me|figure|out|my|monthly|spending|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
104|Is|it|a|good|idea|to|buy|a|new|car|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
105|How|much|can|I|afford|to|spend|on|a|new|house|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
106|How|much|do|I|have|to|safely|spend|on|a|new|TV|,|it|costs|around|$|2000|0.0|0.0|0.0|0.0|0.0|0.0|0.0
107|Can|i|afford|to|spend|$|500|on|electronics|for|my|home|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
108|I|am|thinking|of|purchasing|$|300|on|shoes|at|nike|,|is|that|a|good|idea|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0
109|I|want|to|spend|100|dollars|on|groceries|can|i|afford|that|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
110|I|want|to|spend|200|dollars|on|groceries|can|i|afford|that|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
111|Can|i|afford|to|spend|$|700|on|electronics|for|my|home|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
112|I|want|to|go|gout|with|my|friends|and|drop|about|200|dollars|on|dinner|can|I|afford|that|?|0.0|0.0|0.0|0.0|0.0
113|i|would|ilke|to|spent|400|dollars|for|fish|tank|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
114|Can|i|afford|to|spend|$|400|on|electronics|for|my|home|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
115|I|want|to|spend|200|dollars|on|furniture|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
116|I|am|thinking|of|purchasing|$|343|on|shoes|at|nike|,|is|that|a|good|idea|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0
117|can|you|offer|$|600|on|electricity|bill|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
118|Can|I|afford|a|$|25,000|car|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
119|Can|i|rent|an|apartment|for|$|750|per|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
120|I|might|buy|a|new|TV|,|how|much|should|I|spend|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
121|Is|$|500|per|month|too|much|for|me|to|afford|for|a|new|car|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
122|Can|I|buy|a|home|for|$|375,000|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
123|Can|i|afford|to|spend|$|500|on|clothes|for|my|self|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
124|i|am|thinking|of|purchase|$|200|on|watch|at|fastrack|,|my|choice|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
125|should|i|spend|150|dollar|from|my|network|bill|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
126|Can|i|afford|to|spend|$|600|on|electronics|and|materials|for|my|home|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
127|i|want|to|spend|250|dollar|for|sports|kits|at|puma|,|is|that|good|idea|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
128|I|am|thinking|of|purchasing|$|267|on|shoes|at|puma|,|is|that|a|good|idea|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0
129|i|would|buy|to|medicine|for|whole|month|is|this|a|good|idea|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
130|Can|i|afford|to|spend|$|50|on|electronics|for|my|home|in|this|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
131|i|like|buy|more|household|furniture|for|my|new|house|is|that|a|good|idea|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
132|Would|it|be|a|good|idea|to|spend|$|1000|on|a|new|TV|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
133|Can|we|afford|to|purchase|$|50|of|extra|insurance|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
134|Is|it|smart|to|spend|$|400|on|new|clothes|at|Amazon|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
135|Is|it|possible|to|spend|another|$|100|on|shoes|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
136|Should|we|but|another|$|25|worth|of|food|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
137|may|i|buy|that|20|dollar|suit|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
138|if|I|were|to|buy|a|computer|on|Amazon|,|would|it|put|me|over|my|avarage|spending|?|0.0|0.0|0.0|0.0|0.0|0.0
139|Should|I|purchase|a|boat|on|craigslist|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
140|is|it|smart|to|get|a|coffee|at|starbucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
141|How|much|should|I|pay|for|this|car|,|they|'re|asking|$|15,000|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
142|Is|this|house|a|good|buy|for|the|area|,|their|offer|is|$|250,000|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
143|Can|I|afford|this|$|500|car|repair|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
144|Is|$|25|too|much|for|this|seafood|dinner|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
145|I|want|to|spend|$|100|dollar|on|four|dozen|cupcakes|,|do|I|have|the|money|to|do|that|?|0.0|0.0|0.0|0.0
146|I|am|thinking|of|buying|a|new|MacBook|costing|$|1500|for|school|,|is|that|a|good|idea|?|0.0|0.0|0.0|0.0|0.0
147|I|need|new|furniture|for|my|apartment|,|I|am|thinking|to|spend|$|500|total|,|is|that|affordable|?|0.0|0.0|0.0|0.0
148|Please|advice|if|it|would|be|okay|to|spend|$|250|on|a|new|pair|of|shoes|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0
149|Do|I|have|enough|money|to|spend|on|a|$|400|TV|for|the|next|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
150|I|want|to|go|gout|with|my|friends|and|drop|about|100|dollars|on|dinner|can|I|afford|that|?|0.0|0.0|0.0|0.0|0.0
151|I|want|to|spend|$|400|on|a|new|computer|part|,|if|i|do|that|will|i|have|enough|for|rent|?|0.0|0.0
152|may|i|buy|that|20|dollar|suit|,|will|it|put|me|over|budget|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
153|Can|I|buy|a|house|for|$|400,000|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
154|Should|I|get|a|new|car|for|$|5,000|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
155|Can|I|lend|my|mom|$|200|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
156|Should|I|get|a|babysitter|for|$|30|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
157|Should|i|spend|an|extra|$|34|each|month|to|get|better|internet|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
158|Should|i|spend|an|extra|$|50|each|month|to|get|better|internet|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
159|Can|i|afford|to|go|for|dinner|this|saturday|?|it|might|cost|around|$|50|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
160|Can|you|help|me|know|if|it|'s|a|good|idea|to|purchase|a|gaming|computer|which|costs|around|$|5000|0.0|0.0|0.0|0.0
161|can|I|actually|afford|to|go|for|dinner|this|saturday|?|it|might|cost|around|$|50|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
162|so|can|I|afford|to|go|for|dinner|this|saturday|?|it|might|cost|around|$|50|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
163|am|I|able|to|afford|to|go|for|dinner|this|saturday|?|it|might|cost|around|$|50|0.0|0.0|0.0|0.0|0.0|0.0|0.0
164|so|am|I|able|to|afford|to|go|for|dinner|this|saturday|?|it|might|cost|around|$|50|0.0|0.0|0.0|0.0|0.0|0.0
165|so|can|I|actually|afford|to|go|for|dinner|this|saturday|?|it|might|cost|around|$|50|0.0|0.0|0.0|0.0|0.0|0.0|0.0
166|looking|to|see|if|I|can|go|see|a|movie|it|may|cost|sround|$|40|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
167|can|I|afford|to|go|for|dinner|this|saturday|?|it|might|cost|around|$|50|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
168|Can|I|afford|to|save|$|100|out|of|my|paycheck|this|week|to|put|towards|savings|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0
169|Can|I|afford|an|extra|$|75|being|put|towards|retirement|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
170|Can|I|afford|$|950|a|month|school|loan|payments|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
